data,loja,regiao,produto,categoria,quantidade,preco_unitario
2024-09-28 16:36:05.413533,Loja Sul,Sul,Camiseta,Vestuário,3.0,20.66
2024-09-29 14:33:23.007518,Loja Centro,Centro,Mochila,Acessórios,3.0,290.96
2024-09-30 12:30:40.601503,Loja Shopping,Centro,Camiseta,Vestuário,9.0,21.47
2024-10-01 10:27:58.195488,Loja Centro,Centro,Camiseta,Vestuário,7.0,48.87
2024-10-02 08:25:15.789473,Loja Centro,Centro,Mochila,Acessórios,,108.09
2024-10-03 06:22:33.383458,Loja Sul,Sul,Tênis,Calçados,12.0,246.08
2024-10-04 04:19:50.977443,Loja Norte,Norte,Camiseta,Vestuário,10.0,289.39
2024-10-05 02:17:08.571428,Loja Norte,Norte,Mochila,Acessórios,7.0,241.2
2024-10-06 00:14:26.165413,Loja Centro,Centro,Boné,Acessórios,9.0,213.36
2024-10-06 22:11:43.759398,Loja Shopping,Centro,Jaqueta,Vestuário,1.0,165.96
2024-10-07 20:09:01.353383,Loja Norte,Norte,Jaqueta,Vestuário,7.0,44.28
2024-10-08 18:06:18.947368,Loja Shopping,Centro,Camiseta,Vestuário,6.0,288.29
2024-10-09 16:03:36.541353,Loja Norte,Norte,Tênis,Calçados,10.0,232.35
2024-10-10 14:00:54.135338,Loja Shopping,Centro,Tênis,Calçados,14.0,198.91
2024-10-11 11:58:11.729323,Loja Sul,Sul,Boné,Acessórios,12.0,232.53
2024-10-12 09:55:29.323308,Loja Shopping,Centro,Camiseta,Vestuário,9.0,222.75
2024-10-13 07:52:46.917293,Loja Sul,Sul,Jaqueta,Vestuário,1.0,198.42
2024-10-14 05:50:04.511278,Loja Sul,Sul,Tênis,Calçados,13.0,294.56
2024-10-15 03:47:22.105263,Loja Shopping,Centro,Camiseta,Vestuário,4.0,272.94
2024-10-16 01:44:39.699248,Loja Sul,Sul,Tênis,Calçados,9.0,201.07
2024-10-16 23:41:57.293233,Loja Centro,Centro,Mochila,Acessórios,4.0,214.09
2024-10-17 21:39:14.887218,Loja Sul,Sul,Tênis,Calçados,10.0,34.45
2024-10-18 19:36:32.481203,Loja Norte,Norte,Jaqueta,Vestuário,3.0,207.58
2024-10-19 17:33:50.075187,Loja Shopping,Centro,Calça Jeans,Vestuário,9.0,32.37
2024-10-20 15:31:07.669172,Loja Centro,Centro,Boné,Acessórios,13.0,184.71
2024-10-21 13:28:25.263157,Loja Shopping,Centro,Boné,Acessórios,2.0,299.82
2024-10-22 11:25:42.857142,Loja Norte,Norte,Jaqueta,Vestuário,4.0,175.63
2024-10-23 09:23:00.451127,Loja Norte,Norte,Tênis,Calçados,6.0,152.5
2024-10-24 07:20:18.045112,Loja Norte,Norte,Camiseta,Vestuário,2.0,107.6
2024-10-25 05:17:35.639097,Loja Sul,Sul,Tênis,Calçados,8.0,53.75
2024-10-26 03:14:53.233082,Loja Sul,Sul,Jaqueta,Vestuário,8.0,224.69
2024-10-27 01:12:10.827067,Loja Shopping,Centro,Boné,Acessórios,1.0,73.93
2024-10-27 23:09:28.421052,Loja Shopping,Centro,Tênis,Calçados,12.0,52.28
2024-10-28 21:06:46.015037,Loja Centro,Centro,Boné,Acessórios,3.0,138.09
2024-10-29 19:04:03.609022,Loja Centro,Centro,Camiseta,Vestuário,10.0,242.7
2024-10-30 17:01:21.203007,Loja Shopping,Centro,Boné,Acessórios,9.0,228.62
2024-10-31 14:58:38.796992,Loja Sul,Sul,Boné,Acessórios,5.0,35.37
2024-11-01 12:55:56.390977,Loja Norte,Norte,Calça Jeans,Vestuário,6.0,147.44
2024-11-02 10:53:13.984962,Loja Shopping,Centro,Calça Jeans,Vestuário,4.0,166.28
2024-11-03 08:50:31.578947,Loja Centro,Centro,Mochila,Acessórios,10.0,200.47
2024-11-04 06:47:49.172932,Loja Sul,Sul,Calça Jeans,Vestuário,2.0,202.05
2024-11-05 04:45:06.766917,Loja Shopping,Centro,Boné,Acessórios,11.0,122.12
2024-11-06 02:42:24.360902,Loja Shopping,Centro,Jaqueta,Vestuário,8.0,176.99
2024-11-07 00:39:41.954887,Loja Sul,Sul,Boné,Acessórios,11.0,154.7
2024-11-07 22:36:59.548872,Loja Shopping,Centro,Jaqueta,Vestuário,13.0,267.8
2024-11-08 20:34:17.142857,Loja Sul,Sul,Jaqueta,Vestuário,6.0,168.47
2024-11-09 18:31:34.736842,Loja Norte,Norte,Calça Jeans,Vestuário,5.0,143.49
2024-11-10 16:28:52.330827,Loja Sul,Sul,Tênis,Calçados,9.0,133.26
2024-11-11 14:26:09.924812,Loja Sul,Sul,Camiseta,Vestuário,1.0,180.28
2024-11-12 12:23:27.518796,Loja Sul,Sul,Calça Jeans,Vestuário,5.0,245.11
2024-11-13 10:20:45.112781,Loja Shopping,Centro,Calça Jeans,Vestuário,6.0,170.75
2024-11-14 08:18:02.706766,Loja Shopping,Centro,Tênis,Calçados,5.0,205.26
2024-11-15 06:15:20.300751,Loja Sul,Sul,Camiseta,Vestuário,6.0,226.6
2024-11-16 04:12:37.894736,Loja Shopping,Centro,Boné,Acessórios,6.0,165.65
2024-11-17 02:09:55.488721,Loja Centro,Centro,Mochila,Acessórios,7.0,139.51
2024-11-18 00:07:13.082706,Loja Centro,Centro,Mochila,Acessórios,4.0,265.47
2024-11-18 22:04:30.676691,Loja Shopping,Centro,Boné,Acessórios,14.0,136.9
2024-11-19 20:01:48.270676,Loja Shopping,Centro,Calça Jeans,Vestuário,11.0,149.34
2024-11-20 17:59:05.864661,Loja Sul,Sul,Camiseta,Vestuário,14.0,297.3
2024-11-21 15:56:23.458646,Loja Norte,Norte,Calça Jeans,Vestuário,14.0,20.07
2024-11-22 13:53:41.052631,Loja Shopping,Centro,Jaqueta,Vestuário,14.0,71.93
2024-11-23 11:50:58.646616,Loja Centro,Centro,Calça Jeans,Vestuário,8.0,127.51
2024-11-24 09:48:16.240601,Loja Sul,Sul,Calça Jeans,Vestuário,7.0,281.13
2024-11-25 07:45:33.834586,Loja Shopping,Centro,Boné,Acessórios,9.0,39.61
2024-11-26 05:42:51.428571,Loja Centro,Centro,Boné,Acessórios,7.0,22.66
2024-11-27 03:40:09.022556,Loja Centro,Centro,Boné,Acessórios,3.0,34.75
2024-11-28 01:37:26.616541,Loja Norte,Norte,Mochila,Acessórios,3.0,44.79
2024-11-28 23:34:44.210526,Loja Sul,Sul,Jaqueta,Vestuário,8.0,30.53
2024-11-29 21:32:01.804511,Loja Sul,Sul,Boné,Acessórios,5.0,154.34
2024-11-30 19:29:19.398496,Loja Norte,Norte,Camiseta,Vestuário,4.0,182.61
2024-12-01 17:26:36.992481,Loja Norte,Norte,Mochila,Acessórios,8.0,96.07
2024-12-02 15:23:54.586466,Loja Sul,Sul,Tênis,Calçados,6.0,131.52
2024-12-03 13:21:12.180451,Loja Sul,Sul,Camiseta,Vestuário,2.0,45.68
2024-12-04 11:18:29.774436,Loja Shopping,Centro,Camiseta,Vestuário,4.0,114.18
2024-12-05 09:15:47.368421,Loja Shopping,Centro,Boné,Acessórios,12.0,166.31
2024-12-06 07:13:04.962406,Loja Norte,Norte,Tênis,Calçados,11.0,225.04
2024-12-07 05:10:22.556390,Loja Shopping,Centro,Tênis,Calçados,4.0,20.94
2024-12-08 03:07:40.150375,Loja Centro,Centro,Mochila,Acessórios,6.0,150.85
2024-12-09 01:04:57.744360,Loja Shopping,Centro,Tênis,Calçados,6.0,103.16
2024-12-09 23:02:15.338345,Loja Shopping,Centro,Jaqueta,Vestuário,1.0,258.79
2024-12-10 20:59:32.932330,Loja Centro,Centro,Boné,Acessórios,14.0,220.35
2024-12-11 18:56:50.526315,Loja Norte,Norte,Tênis,Calçados,8.0,184.95
2024-12-12 16:54:08.120300,Loja Centro,Centro,Mochila,Acessórios,6.0,97.63
2024-12-13 14:51:25.714285,Loja Shopping,Centro,Jaqueta,Vestuário,3.0,274.89
2024-12-14 12:48:43.308270,Loja Norte,Norte,Calça Jeans,Vestuário,14.0,32.63
2024-12-15 10:46:00.902255,Loja Shopping,Centro,Calça Jeans,Vestuário,9.0,50.65
2024-12-16 08:43:18.496240,Loja Centro,Centro,Jaqueta,Vestuário,2.0,129.66
2024-12-17 06:40:36.090225,Loja Centro,Centro,Mochila,Acessórios,11.0,54.84
2024-12-18 04:37:53.684210,Loja Shopping,Centro,Jaqueta,Vestuário,8.0,287.8
2024-12-19 02:35:11.278195,Loja Sul,Sul,Boné,Acessórios,10.0,243.44
2024-12-20 00:32:28.872180,Loja Sul,Sul,Boné,Acessórios,3.0,92.52
2024-12-20 22:29:46.466165,Loja Centro,Centro,Calça Jeans,Vestuário,13.0,184.8
2024-12-21 20:27:04.060150,Loja Centro,Centro,Tênis,Calçados,12.0,295.05
2024-12-22 18:24:21.654135,Loja Sul,Sul,Mochila,Acessórios,5.0,267.58
2024-12-23 16:21:39.248120,Loja Sul,Sul,Calça Jeans,Vestuário,6.0,188.22
2024-12-24 14:18:56.842105,Loja Shopping,Centro,Tênis,Calçados,10.0,273.04
2024-12-25 12:16:14.436090,Loja Shopping,Centro,Tênis,Calçados,6.0,296.97
2024-12-26 10:13:32.030075,Loja Sul,Sul,Boné,Acessórios,4.0,228.14
2024-12-27 08:10:49.624060,Loja Shopping,Centro,Camiseta,Vestuário,,38.2
2024-12-28 06:08:07.218045,Loja Shopping,Centro,Camiseta,Vestuário,4.0,132.44
2024-12-29 04:05:24.812030,Loja Norte,Norte,Jaqueta,Vestuário,,254.59
2024-12-30 02:02:42.406015,Loja Shopping,Centro,Boné,Acessórios,4.0,
2024-12-31 00:00:00.000000,Loja Centro,Centro,Tênis,Calçados,1.0,252.58
